area_sqft,bedrooms,bathrooms,house_age,distance_km,price_usd,garage_spots
1453.2,4,2,36,21.82,142685.7,0.0
1100.9,3,2,8,2.95,171846.22,3.0
1466.1,5,4,48,18.7,140641.34,3.0
859.9,6,3,21,0.5,141717.16,3.0
1195.2,4,2,7,13.07,155569.06,2.0
1559.5,4,2,3,0.5,273573.08,1.0
1646.5,5,2,42,9.77,233391.95,0.0
1667.0,4,2,5,4.61,245419.33,
971.8,2,1,20,24.35,61476.61,1.0
1841.9,3,2,33,5.58,233432.08,1.0
1179.9,2,1,25,24.08,91769.68,2.0
1753.1,3,2,13,7.14,276096.49,2.0
1495.7,4,2,5,0.69,251583.5,3.0
949.4,2,1,35,2.58,112959.67,3.0
1373.5,2,1,24,5.98,202114.57,3.0
1646.1,5,4,2,28.6,225580.89,
1745.2,3,2,9,2.79,265210.87,0.0
1443.6,2,1,28,20.04,146213.87,0.0
2112.7,5,2,8,11.26,311121.96,2.0
1903.0,5,3,19,17.32,272001.72,2.0
1397.3,5,4,6,7.06,248959.89,3.0
1800.0,5,3,39,2.62,249840.44,3.0
2273.5,6,4,31,3.39,364281.53,3.0
2284.2,4,3,39,7.52,318502.88,0.0
1008.8,2,1,2,16.17,129589.33,2.0
1129.4,6,4,18,9.46,199902.49,3.0
2094.0,2,1,13,24.55,253014.73,3.0
1076.7,2,1,31,0.5,139255.24,1.0
971.0,5,3,41,0.91,162732.26,3.0
1305.5,6,5,11,6.63,222651.65,1.0
1668.1,3,1,38,2.88,205166.67,0.0
1459.0,5,2,29,13.33,146126.37,1.0
1239.8,6,5,41,5.39,192530.33,
1230.3,5,3,4,18.55,166761.59,3.0
1215.1,1,1,49,13.97,100527.98,0.0
1148.2,4,2,21,25.36,83379.31,0.0
2412.7,2,1,14,1.26,352595.82,2.0
1619.0,6,5,9,4.85,297549.58,2.0
1854.7,1,1,49,1.63,212064.32,2.0
1304.4,6,3,44,11.98,176050.97,0.0
1425.6,2,1,6,2.03,213195.01,1.0
1214.6,3,2,22,7.12,167934.97,3.0
439.3,2,1,36,13.04,50000.0,0.0
948.8,5,4,29,7.85,158264.26,3.0
775.8,3,2,9,10.36,109874.7,0.0
600.1,5,3,18,0.53,109606.61,0.0
1021.9,1,1,18,6.46,118426.29,3.0
2030.0,3,2,14,3.96,319362.88,1.0
1482.2,6,4,48,3.96,205538.56,2.0
2016.2,6,4,10,9.69,326682.06,1.0
1664.4,2,1,35,13.53,182268.08,2.0
1813.0,3,2,45,3.17,240886.31,1.0
1139.6,3,2,39,12.77,104699.39,1.0
1709.6,4,3,39,13.95,187005.46,3.0
1791.5,4,2,7,1.3,306225.87,2.0
1269.3,1,1,6,31.03,117584.51,2.0
1723.8,5,4,39,16.34,195875.37,3.0
1726.5,2,1,37,24.41,167872.66,1.0
1280.2,2,1,37,5.97,166965.22,3.0
1050.9,6,4,20,2.92,201820.43,2.0
1026.3,5,4,26,0.5,175002.25,3.0
1534.6,3,1,0,17.03,193950.14,1.0
1630.8,6,5,14,36.03,193938.79,2.0
1183.0,3,1,26,8.67,152968.27,0.0
1510.6,4,2,6,5.92,245066.49,0.0
1728.2,2,1,6,10.33,239329.64,0.0
1747.3,2,1,2,0.91,261716.13,2.0
2120.8,3,2,10,2.39,339277.8,1.0
2010.8,4,2,49,7.96,268014.16,1.0
1099.5,5,4,34,6.69,167054.82,2.0
2173.4,3,1,47,27.26,218490.09,1.0
1287.6,6,5,12,7.2,255342.05,0.0
1917.9,4,3,29,3.84,279012.34,2.0
1527.2,1,1,44,4.61,194659.3,2.0
1335.1,5,2,17,9.43,190562.62,0.0
776.9,4,2,32,1.37,132673.96,1.0
1431.4,3,2,34,3.63,215507.81,0.0
876.2,3,2,41,3.14,102420.62,2.0
1886.9,2,1,48,25.47,194949.45,0.0
2106.7,4,2,30,3.76,317755.79,0.0
1181.2,4,3,29,2.98,167280.75,1.0
1620.8,3,2,43,1.67,214902.8,1.0
1209.8,2,1,34,5.69,161593.07,3.0
1248.6,3,2,18,0.5,212036.89,0.0
1809.8,3,2,31,9.64,223486.31,3.0
1484.6,3,2,27,10.79,189814.41,1.0
2195.9,2,1,11,1.11,336901.66,1.0
1307.1,4,2,25,0.5,198951.98,0.0
1899.7,2,1,31,3.89,292455.48,1.0
1539.0,4,3,45,32.94,128538.75,1.0
1818.3,1,1,29,19.68,190970.22,2.0
1321.1,3,2,8,13.25,200671.52,3.0
1480.2,5,4,49,16.66,167773.37,2.0
1453.8,5,3,28,19.84,195064.75,0.0
1165.6,5,4,14,3.83,181533.5,1.0
1764.8,5,3,37,6.05,250374.71,2.0
1760.1,1,1,19,11.97,234030.26,2.0
1737.4,3,1,18,2.91,282840.24,2.0
2114.8,4,3,41,23.71,232299.37,2.0
2079.7,5,4,43,9.38,278860.35,2.0
1350.0,4,3,26,8.35,201767.88,3.0
1649.2,6,5,18,4.22,276785.65,2.0
1250.6,2,1,43,0.93,150172.75,2.0
1509.3,1,1,8,10.98,210016.38,1.0
1260.1,1,1,37,12.41,112215.63,1.0
2148.0,4,3,29,22.21,238285.4,2.0
1645.5,4,2,42,8.49,193423.89,3.0
1412.8,2,1,21,10.42,176619.01,3.0
1977.4,5,3,41,12.02,238391.34,2.0
631.8,5,2,0,8.69,114232.29,3.0
694.4,3,2,37,4.19,60303.13,0.0
1818.3,2,1,3,7.97,290829.37,
1524.2,5,4,32,2.02,276642.25,0.0
1600.2,5,2,9,1.9,257663.59,2.0
969.4,2,1,48,28.2,50000.0,3.0
1490.7,2,1,38,2.11,178259.02,0.0
2301.4,3,2,5,6.08,350339.29,0.0
1829.7,4,3,44,6.04,277580.51,1.0
1567.9,1,1,12,7.72,203632.91,3.0
1324.4,6,3,27,36.15,116512.81,0.0
1342.2,3,1,4,2.86,202810.2,3.0
648.3,3,2,5,0.5,140940.97,0.0
1603.1,1,1,12,4.32,177155.5,1.0
1838.2,6,3,26,4.45,287537.07,2.0
869.8,2,1,27,1.4,114175.68,2.0
1235.4,6,4,42,0.5,191498.83,
1037.0,3,1,8,3.23,178201.82,0.0
1113.9,6,5,37,8.66,187740.04,0.0
1521.4,2,1,0,0.5,226528.3,1.0
666.2,1,1,14,4.95,112696.37,2.0
1745.7,5,4,8,5.82,273450.7,1.0
1801.5,5,3,6,21.11,274026.92,2.0
1399.6,4,3,29,22.51,156853.22,1.0
507.7,1,1,45,14.39,50000.0,3.0
1101.4,6,3,33,4.72,168318.58,0.0
1993.2,3,2,42,2.74,273862.64,
400.0,6,3,29,3.85,79766.22,2.0
1361.0,6,5,2,5.61,244110.1,0.0
1028.0,6,5,17,12.16,166824.16,2.0
1821.8,5,4,41,8.72,246355.61,
1230.0,5,3,2,0.5,217367.42,2.0
1661.6,4,2,4,7.98,250240.07,2.0
1726.2,1,1,41,15.99,157515.51,0.0
2234.5,3,1,3,24.4,281056.4,0.0
1418.8,5,3,47,0.69,215851.75,1.0
1650.4,5,4,37,53.1,105679.27,3.0
906.0,4,3,33,7.71,149775.08,0.0
1976.2,5,4,26,0.72,289912.29,3.0
1195.8,1,1,4,12.94,155796.04,2.0
1275.7,3,2,20,19.9,141741.74,3.0
1491.1,4,3,40,3.59,224132.79,3.0
874.8,6,3,45,2.6,143168.75,1.0
1591.5,2,1,22,4.24,218123.83,
1887.0,2,1,41,9.54,228832.65,2.0
1617.2,3,1,38,3.48,204366.03,0.0
864.4,2,1,2,1.13,154088.95,
1450.5,4,2,31,4.74,179980.27,1.0
1796.8,4,3,30,3.2,282572.99,0.0
748.8,5,2,27,8.05,105436.34,3.0
1070.1,6,5,38,16.77,130308.59,1.0
1850.6,1,1,44,5.23,218617.15,3.0
1608.0,2,1,27,23.07,158219.1,0.0
1664.8,2,1,16,10.62,239103.57,2.0
2243.8,2,1,49,6.5,327782.11,1.0
1687.4,5,3,48,12.1,232496.71,3.0
1763.2,1,1,34,17.01,177159.7,3.0
2584.3,1,1,32,10.24,340976.56,3.0
1414.5,6,5,5,1.0,286275.91,3.0
1180.8,6,5,20,0.5,210749.62,3.0
1671.1,2,1,9,16.03,193879.88,1.0
1675.6,2,1,25,1.11,238058.95,3.0
1289.3,4,3,41,7.78,179975.25,
1087.0,4,3,11,0.99,169703.31,
2423.9,6,3,49,24.44,283644.52,0.0
1630.7,3,2,6,3.9,268295.78,2.0
1207.1,1,1,4,9.98,159950.48,1.0
1866.4,3,2,48,2.86,269006.57,
1456.3,4,2,5,7.45,210942.17,0.0
1398.8,4,2,36,0.5,242409.59,2.0
1724.9,4,2,38,2.99,223103.9,2.0
983.2,6,5,16,13.56,130159.47,2.0
1641.1,5,2,3,4.79,277315.63,2.0
2265.2,2,1,15,6.28,306915.01,3.0
1686.5,3,2,3,13.37,242689.65,3.0
1349.5,5,4,33,2.9,213028.75,1.0
1297.2,3,1,44,0.6,166046.71,3.0
1335.9,3,1,49,4.74,143736.51,3.0
1398.4,2,1,40,10.3,158341.66,
1348.9,2,1,38,8.47,147576.5,1.0
1866.5,5,4,44,16.43,254447.94,2.0
806.7,6,4,38,29.45,52343.45,2.0
1844.8,5,4,32,18.48,228422.83,0.0
1348.1,2,1,49,2.31,132168.92,1.0
1650.8,1,1,16,14.63,194959.69,1.0
1049.2,1,1,20,10.48,95892.9,2.0
2031.5,3,2,45,6.85,243916.09,2.0
1998.3,4,2,15,2.96,322778.97,0.0
1883.8,6,3,14,13.81,260670.02,0.0
894.1,6,5,7,4.61,206080.3,1.0
1831.6,1,1,13,0.5,273043.01,0.0
1661.9,5,2,29,12.06,227660.73,3.0
857.9,2,1,44,3.24,71637.61,1.0
1490.3,2,1,6,18.57,193107.68,2.0
1645.8,4,2,34,19.66,189057.34,
1722.4,1,1,38,1.34,211455.71,1.0
1570.9,3,2,44,16.22,171180.26,3.0
1616.5,4,2,37,4.31,201910.05,2.0
2089.4,2,1,7,3.27,291662.08,1.0
1990.4,4,2,24,6.04,276832.36,2.0
400.0,3,1,47,2.72,50000.0,2.0
1373.0,5,2,45,3.19,192321.85,0.0
1434.1,2,1,30,8.23,191164.63,
799.2,1,1,48,5.55,50000.0,3.0
1537.7,4,2,33,19.9,181981.29,2.0
1999.5,2,1,3,10.09,285339.03,0.0
1065.4,5,4,45,15.31,105739.67,1.0
1634.6,1,1,8,4.28,241537.49,2.0
1133.7,4,3,19,13.53,152676.06,3.0
1231.2,6,4,11,13.9,188341.7,2.0
2091.0,1,1,35,19.21,227635.9,0.0
1283.0,2,1,1,3.63,199408.79,2.0
1684.9,6,3,32,0.71,272911.09,
751.5,4,2,43,7.2,75335.02,1.0
2244.9,2,1,39,0.5,289864.83,2.0
1741.1,2,1,15,25.26,189489.84,2.0
1427.0,5,4,44,0.69,207125.92,1.0
1730.2,6,5,18,6.79,275262.97,1.0
936.1,3,1,34,16.29,76124.45,3.0
1973.0,3,2,25,4.16,298488.95,2.0
1370.4,5,3,3,14.3,216840.12,0.0
1418.4,2,1,0,11.14,192378.45,2.0
1303.3,2,1,9,1.48,192697.37,2.0
1267.7,5,2,46,11.48,160050.65,2.0
1777.9,2,1,47,5.45,178980.56,2.0
1602.4,5,4,20,3.97,276389.91,0.0
1760.7,3,2,48,10.79,180033.02,3.0
1496.5,6,4,2,20.89,206166.73,3.0
1705.3,1,1,48,19.47,145078.45,0.0
1332.5,6,4,11,14.25,244478.22,0.0
2391.9,2,1,1,9.97,373841.43,0.0
872.8,1,1,37,10.7,78033.58,3.0
2004.4,5,2,19,11.54,298571.62,3.0
2047.2,4,3,14,6.89,288663.31,1.0
1159.1,6,4,37,10.63,167938.5,2.0
2391.7,1,1,16,1.3,340417.17,0.0
1898.2,1,1,37,17.1,189771.37,0.0
1888.5,4,3,9,2.77,313481.93,0.0
1511.2,6,3,4,4.98,262881.73,0.0
1413.1,3,1,16,30.4,143602.25,3.0
1416.2,5,2,30,9.09,170134.68,3.0
1656.2,6,4,11,1.89,298678.93,0.0
2060.5,6,5,7,0.5,358984.72,2.0
1572.5,4,2,37,1.23,223640.36,0.0
1135.4,5,4,24,1.75,200843.93,2.0
1829.8,4,2,21,6.72,254348.67,3.0
1868.5,5,4,11,7.23,307833.72,3.0
1761.9,4,2,0,4.74,288861.08,3.0
1798.2,4,2,2,5.39,283252.84,0.0
1391.6,3,2,34,27.55,112221.97,0.0
1128.4,4,3,4,10.77,176826.42,0.0
1152.7,5,3,12,6.59,182220.37,0.0
845.8,6,5,45,3.19,136399.82,2.0
1594.8,4,3,17,1.74,256413.46,2.0
1466.6,1,1,37,1.7,174328.31,3.0
1324.0,4,3,17,10.27,218227.63,0.0
400.0,2,1,46,0.84,50000.0,1.0
1001.1,1,1,41,9.34,80190.48,2.0
1948.3,1,1,23,19.02,222781.75,2.0
1234.1,4,2,34,4.11,158588.42,1.0
1644.2,6,5,20,63.32,99124.15,0.0
943.7,4,2,47,4.05,110200.49,1.0
2075.5,3,1,17,4.93,286431.06,0.0
1442.4,1,1,41,45.75,50000.0,2.0
1616.0,5,3,30,4.67,239796.65,3.0
2430.3,1,1,32,5.46,317426.12,0.0
2106.6,6,5,17,14.65,316109.63,0.0
1377.4,5,2,41,17.27,199991.84,2.0
1262.7,6,3,37,12.65,160122.15,0.0
1369.8,2,1,40,7.92,123675.68,3.0
1704.0,1,1,40,2.14,190164.56,3.0
1457.9,2,1,7,1.22,239005.34,1.0
1341.9,5,4,43,0.5,228232.14,1.0
2086.9,2,1,42,9.06,246222.74,1.0
1454.3,6,3,12,15.14,240502.74,1.0
2419.8,1,1,49,8.64,302382.56,3.0
1536.3,1,1,26,0.95,206552.4,3.0
2214.1,2,1,16,2.33,323030.76,0.0
1642.9,5,2,11,4.32,272980.22,0.0
1885.2,4,2,18,1.16,312869.9,2.0
1210.2,3,2,1,5.21,204647.59,
1158.5,4,2,34,11.74,129612.31,2.0
1683.9,4,3,35,20.76,192691.19,1.0
1895.4,4,2,33,23.63,245555.09,1.0
1516.1,4,3,27,22.56,178090.33,0.0
985.4,1,1,18,1.01,149215.34,1.0
955.9,2,1,36,28.5,50000.0,2.0
929.1,4,2,43,10.92,101120.35,1.0
793.0,1,1,4,34.24,50000.0,1.0
1543.8,3,1,19,0.97,248321.38,1.0
1950.0,1,1,49,1.61,252658.6,3.0
1494.6,5,3,43,42.91,102823.79,2.0
595.8,1,1,49,10.53,50000.0,3.0
1423.7,1,1,9,14.03,179436.68,0.0
1434.9,4,2,23,16.96,177737.59,3.0
2338.4,2,1,6,1.26,356144.75,0.0
917.1,3,2,43,2.83,151658.67,1.0
1343.7,2,1,25,0.5,167973.57,1.0
2182.3,2,1,12,42.53,220742.28,0.0
1680.0,5,3,4,5.48,272815.76,3.0
1725.3,5,4,36,0.5,276066.72,3.0
1545.8,2,1,40,0.5,241903.88,2.0
1632.0,5,3,43,2.77,225447.68,1.0
1811.0,5,3,48,2.46,250830.81,3.0
1176.2,4,3,40,22.59,107390.48,2.0
1851.2,4,2,39,0.78,257847.91,1.0
950.8,6,4,40,10.07,145675.46,3.0
1631.3,3,2,49,4.49,198411.47,0.0
1571.5,3,2,23,0.72,249783.94,1.0
1253.5,4,2,37,2.58,157935.36,0.0
1490.9,6,4,40,21.24,152831.18,0.0
1251.0,5,4,5,2.12,231852.42,0.0
1071.3,1,1,34,6.23,90674.41,2.0
1358.6,3,2,16,21.91,175639.45,3.0
1058.4,5,2,6,5.67,161594.24,2.0
1629.1,2,1,8,47.43,97913.99,1.0
1040.0,6,5,5,11.01,196155.31,1.0
1784.8,5,3,44,5.96,243234.65,0.0
1027.4,6,4,38,16.47,104312.48,2.0
1273.5,1,1,5,6.31,209692.64,0.0
1250.2,4,3,31,6.28,163470.18,3.0
2030.1,4,2,33,8.18,279415.71,1.0
1632.1,4,3,25,4.14,246252.9,1.0
1415.3,6,3,30,7.17,228440.29,0.0
1699.5,3,1,45,14.33,193864.38,0.0
657.1,4,3,25,13.5,62668.92,0.0
1482.7,5,2,32,0.5,227624.58,2.0
2299.0,5,4,28,5.59,351065.64,1.0
1552.9,5,3,19,2.44,269045.43,3.0
1527.2,3,2,44,2.62,184896.71,2.0
1719.3,6,5,20,5.77,319854.24,3.0
1858.2,1,1,39,12.37,196430.06,3.0
701.0,3,1,30,2.76,89732.68,0.0
827.1,4,3,34,2.54,105231.63,0.0
1584.1,1,1,38,16.35,136485.31,3.0
1214.0,3,1,36,2.54,147175.27,1.0
2024.8,4,2,28,3.91,285827.01,3.0
1373.9,4,3,30,3.22,201217.23,2.0
726.2,1,1,25,1.8,71855.29,2.0
992.8,2,1,16,15.15,115710.37,1.0
400.1,2,1,36,43.64,50000.0,1.0
1406.3,4,2,43,1.14,184535.02,2.0
1424.6,2,1,35,3.93,175009.07,0.0
1330.2,4,3,38,3.7,204736.67,1.0
1931.6,5,3,41,1.93,292969.04,2.0
1979.4,5,4,18,7.26,312032.9,
1431.8,2,1,3,22.6,142877.83,1.0
646.1,6,4,16,0.53,126994.99,3.0
1746.9,1,1,37,19.92,151696.58,1.0
1722.1,1,1,40,3.95,231060.01,3.0
1623.8,1,1,25,22.42,167264.96,3.0
1892.6,2,1,38,4.63,232478.19,2.0
1034.1,6,4,3,2.86,202452.64,0.0
2303.5,2,1,32,0.5,314245.97,0.0
1116.2,5,4,33,0.5,173046.42,3.0
1799.7,3,2,25,12.95,242022.39,0.0
825.1,1,1,35,23.43,50000.0,2.0
1127.9,3,2,24,6.11,187264.09,2.0
2106.5,1,1,26,8.86,289950.27,3.0
1395.6,3,2,30,0.5,225488.22,3.0
1836.0,4,3,39,16.1,237365.75,1.0
1594.8,4,3,12,6.66,245491.39,2.0
1458.0,2,1,15,26.96,149784.97,2.0
2045.5,5,4,20,9.7,308510.9,3.0
1405.3,4,2,10,6.12,246880.6,2.0
787.7,2,1,16,0.5,124519.9,0.0
1178.7,3,2,17,19.46,135963.91,3.0
1720.5,1,1,15,10.42,223708.23,2.0
1658.2,6,3,20,10.02,283773.73,0.0
873.2,5,4,25,22.04,73339.39,0.0
1210.3,2,1,34,1.92,183547.28,0.0
1267.3,5,2,15,17.36,167220.42,2.0
1353.8,5,3,42,0.92,183811.04,3.0
949.6,4,2,23,0.58,143810.41,1.0
1248.7,1,1,36,23.45,61985.87,0.0
1208.6,6,5,5,26.86,177493.98,3.0
1808.6,6,5,8,1.47,314693.06,2.0
1823.6,6,4,22,2.96,308786.84,2.0
1441.7,6,5,18,4.28,271817.29,0.0
1343.2,6,3,24,19.63,166699.38,3.0
1556.0,5,4,7,17.97,227071.49,0.0
1173.4,1,1,23,3.74,130645.53,2.0
1041.3,3,1,34,14.82,94118.56,2.0
1123.9,2,1,36,0.5,183497.08,2.0
1246.1,2,1,12,2.68,197128.22,2.0
1034.6,5,3,17,7.25,164079.28,1.0
1564.8,5,4,26,6.43,235072.76,2.0
1791.9,4,2,25,5.47,263746.83,1.0
865.2,5,3,39,1.49,135464.95,1.0
1510.1,1,1,19,16.44,161087.19,2.0
1412.0,2,1,33,2.37,194046.99,2.0
1636.6,6,4,44,15.86,198811.89,0.0
1494.8,3,2,14,13.6,186255.85,3.0
918.6,4,3,41,5.0,126150.04,0.0
995.0,3,1,16,7.14,120096.8,1.0
1511.8,2,1,16,6.12,221138.74,
1911.5,5,4,32,47.59,165333.97,1.0
614.3,5,4,31,5.64,70605.54,1.0
1638.3,5,2,27,23.29,195103.6,1.0
1975.8,3,2,11,15.61,245064.86,1.0
1438.8,4,3,4,11.02,235353.65,3.0
1720.1,6,3,45,0.5,261781.43,3.0
1218.8,4,2,43,5.26,185195.99,1.0
1452.3,3,1,44,24.56,136428.18,1.0
851.6,2,1,25,13.81,61407.49,2.0
562.3,4,2,44,21.19,50000.0,0.0
1877.1,3,1,23,4.82,257189.47,1.0
1106.0,4,2,3,0.5,184481.43,0.0
1317.8,1,1,9,18.99,170294.41,2.0
945.4,2,1,13,7.03,125976.13,0.0
936.0,5,3,18,3.04,178689.77,3.0
1430.5,3,2,46,6.1,170783.17,1.0
1208.2,3,1,16,4.09,176074.6,2.0
1651.2,4,2,30,2.36,246095.51,2.0
1681.0,3,1,13,5.81,264730.98,1.0
1628.3,5,2,32,1.96,254645.55,1.0
1595.4,2,1,28,29.93,121064.24,1.0
2131.1,5,2,7,1.64,380683.93,3.0
1073.0,2,1,23,8.96,123082.95,2.0
1478.0,3,2,5,18.9,186167.49,0.0
1953.1,4,3,44,14.07,202511.39,1.0
2005.8,6,3,35,5.07,316181.57,1.0
931.3,2,1,47,13.07,66609.82,3.0
1375.1,4,2,43,5.11,182828.74,3.0
2043.2,1,1,10,4.05,289292.48,1.0
1703.2,1,1,35,3.42,207585.29,1.0
1578.1,5,2,5,1.69,270102.98,0.0
1412.9,5,2,48,7.54,188670.06,2.0
1346.5,3,2,39,9.41,170523.09,0.0
1615.3,4,3,34,6.05,226887.25,3.0
1399.1,3,2,49,2.69,191209.48,2.0
1483.0,2,1,42,2.48,184412.79,0.0
1531.4,3,2,43,0.5,203052.53,3.0
1228.8,2,1,5,10.53,170716.2,3.0
1712.9,5,4,1,29.02,208273.01,1.0
2665.7,3,2,48,12.09,343471.62,0.0
789.2,2,1,12,18.13,50000.0,1.0
1629.6,4,2,21,3.2,236216.48,1.0
1195.9,5,3,2,9.96,171828.76,1.0
1731.0,2,1,31,0.5,239317.4,
1518.6,6,5,41,8.13,251349.38,3.0
1804.7,3,2,42,30.57,160841.84,2.0
1970.2,4,3,29,4.83,302881.87,3.0
1577.0,6,3,33,5.03,280139.88,0.0
1952.8,3,1,25,6.32,279024.14,0.0
562.3,2,1,22,13.64,50000.0,3.0
2136.2,5,2,27,1.26,324820.24,
1650.0,1,1,46,9.83,175827.91,
1931.1,3,2,12,17.65,246826.95,3.0
1012.0,6,3,23,5.26,163065.25,0.0
1167.7,3,1,30,7.62,160063.58,3.0
1558.4,5,2,28,22.32,198596.2,
1493.2,4,2,1,9.08,212829.48,1.0
1613.2,2,1,14,1.22,230253.27,2.0
1933.8,2,1,32,12.33,228715.14,2.0
793.9,4,2,34,2.47,121862.3,3.0
1889.5,1,1,36,7.98,246427.06,
1503.3,3,2,49,10.19,210659.44,1.0
1418.5,3,2,33,4.64,186260.35,0.0
911.6,6,4,28,2.78,156554.43,1.0
1701.2,1,1,16,24.69,183741.87,0.0
534.4,6,4,18,10.46,84952.44,2.0
1759.4,3,2,41,7.23,224901.93,1.0
903.2,4,3,23,4.09,136381.96,2.0
1521.4,4,2,35,22.28,122042.44,0.0
1452.3,2,1,6,8.55,207841.22,1.0
1967.8,6,5,6,33.16,258768.15,1.0
1428.5,2,1,10,5.6,225542.81,0.0
1222.3,1,1,9,17.31,133700.02,3.0
1297.4,5,4,30,14.41,156546.83,2.0
2009.2,4,2,31,7.06,281125.19,3.0
1714.5,6,4,27,10.24,230690.66,3.0
1345.7,3,2,14,25.67,123895.43,0.0
1405.4,1,1,28,2.18,193198.11,3.0
873.1,1,1,5,0.5,132759.27,0.0
1655.4,3,2,23,5.77,251244.61,3.0
796.1,2,1,7,1.64,97579.43,2.0
1800.7,6,4,3,2.18,324345.25,3.0
1551.4,1,1,8,26.17,150486.64,1.0
2454.8,6,3,5,5.38,423417.72,0.0
1059.9,2,1,23,1.77,157163.02,0.0
1458.9,1,1,27,9.01,182040.6,0.0
2219.3,2,1,30,0.5,339518.41,3.0
1976.6,1,1,21,2.92,270004.87,2.0
1221.5,3,2,8,5.14,212222.88,0.0
1589.6,2,1,1,10.54,210949.57,0.0
1500.8,4,3,35,22.08,147660.18,0.0
1612.8,4,3,49,0.5,239908.55,1.0
1220.5,1,1,14,5.69,139634.45,2.0
1464.3,1,1,10,1.66,224260.39,
860.8,1,1,15,12.66,87656.75,2.0
1554.0,2,1,10,7.6,235398.93,3.0
1680.0,1,1,11,3.83,239410.78,1.0
1409.0,2,1,24,1.71,199263.31,1.0
854.0,4,2,39,10.46,99569.09,2.0
1895.4,2,1,35,4.79,239003.02,0.0
1645.8,2,1,47,13.58,160147.3,3.0
1209.6,3,2,17,7.9,178445.76,3.0
1387.8,4,2,24,4.12,208578.95,0.0
899.7,2,1,19,20.07,66845.01,0.0
1089.8,2,1,2,10.36,149763.47,2.0
1284.9,3,1,19,13.67,181829.49,2.0
1991.4,1,1,13,7.39,267276.26,0.0
1244.2,3,2,23,9.13,158547.12,2.0
1756.1,6,3,7,8.86,265832.79,1.0
1284.7,3,2,37,5.31,165740.2,2.0
1599.2,1,1,42,3.56,201652.5,1.0
1443.4,5,3,48,20.82,163999.71,1.0
1849.2,1,1,4,3.89,275535.95,1.0
1286.1,2,1,5,1.28,218419.28,0.0
871.0,1,1,48,5.16,81533.11,
947.2,6,3,42,10.06,141206.07,0.0
1287.2,6,3,29,16.96,185170.89,3.0
1000.4,4,3,16,7.99,177424.32,1.0
1664.1,4,2,25,13.88,217434.91,1.0
1313.7,4,2,26,21.51,123427.27,3.0
2449.8,4,3,42,16.66,324054.91,3.0
804.9,4,2,26,3.92,131497.58,0.0
1581.5,6,3,1,18.28,267742.12,1.0
1048.8,5,2,34,17.49,133267.98,1.0
1302.6,1,1,38,3.05,182832.56,3.0
1556.6,3,2,14,2.55,252344.81,2.0
569.9,6,5,5,21.71,90785.01,2.0
1594.7,3,1,7,10.64,207106.88,0.0
2261.2,2,1,42,6.67,294400.6,1.0
1318.6,6,4,22,17.25,179348.51,0.0
1603.9,4,2,26,0.5,253061.12,2.0
1910.0,4,2,48,1.22,268052.48,3.0
1434.4,3,2,3,15.83,205142.06,3.0
1267.6,1,1,10,10.04,159572.22,1.0
589.7,3,2,41,0.5,85781.12,1.0
1756.4,3,2,27,0.58,222469.49,3.0
1454.7,6,3,1,8.49,257380.23,1.0
1094.9,2,1,35,3.3,151381.03,3.0
1550.6,1,1,6,4.54,252836.8,2.0
1266.5,3,2,39,17.63,135271.64,1.0
1288.6,6,5,39,12.06,208588.04,2.0
1742.5,3,2,41,10.19,218139.52,0.0
964.6,3,2,23,12.48,113707.4,1.0
1918.9,5,3,13,6.15,316743.42,1.0
940.9,4,3,44,6.2,116696.78,3.0
1234.9,2,1,27,19.54,103483.11,
2269.2,6,3,31,0.5,356948.17,1.0
1950.9,4,3,6,11.22,282105.96,3.0
1539.0,1,1,31,1.6,209793.37,
1123.8,3,2,29,10.69,135870.63,3.0
1288.3,6,3,14,0.82,231569.21,2.0
1529.3,3,2,38,46.74,69069.97,3.0
1515.0,4,2,6,16.55,219981.01,
1463.7,4,2,35,1.53,226670.56,
1487.7,5,3,48,8.52,178024.54,1.0
1414.2,6,3,28,39.1,104907.71,3.0
923.2,1,1,5,4.04,147679.79,0.0
1293.4,4,3,27,11.89,152315.73,3.0
1865.8,4,2,26,44.16,166404.21,0.0
952.7,1,1,27,12.29,110881.32,3.0
1424.2,5,4,13,2.97,273410.96,2.0
1172.1,1,1,31,13.67,121673.31,2.0
1544.5,3,2,13,9.7,231611.85,1.0
1344.5,2,1,27,1.24,220345.31,2.0
2091.0,1,1,29,3.71,245689.28,
1702.6,5,4,32,0.77,267711.42,1.0
975.3,2,1,39,2.33,126226.42,0.0
1768.5,2,1,44,4.87,213798.24,0.0
1190.1,6,4,38,0.5,218017.56,3.0
1269.2,6,3,39,8.55,180354.13,
1625.5,1,1,43,2.51,199686.85,1.0
1303.3,2,1,12,8.21,173348.71,3.0
1857.1,5,3,14,11.82,273461.54,2.0
1190.2,5,2,26,7.79,165754.29,2.0
1252.4,6,3,23,8.7,201240.26,0.0
1237.5,4,2,35,1.97,168080.72,2.0
1273.7,1,1,0,42.16,91872.6,0.0
1939.7,6,5,6,3.73,355366.91,2.0
1751.5,1,1,37,3.0,238804.89,0.0
2184.0,1,1,41,22.63,206572.84,2.0
2407.1,5,2,15,13.53,326974.8,1.0
1087.7,4,2,15,1.55,182430.38,0.0
1528.2,1,1,28,0.6,250299.57,1.0
1029.5,2,1,23,3.85,155276.69,0.0
